candidate_id,species,chromosome,start,end,shin_label,fuzzy_score,balanced_prediction,moderate_prediction,strict_prediction,rank_fuzzy,hunter_weighted_hit_fraction,rank_hunter_weighted,rank_shift_vs_hunter_weighted,hunter_max_overlap_pct,rank_hunter_overlap,rank_shift_vs_hunter_overlap,hunter_max_raw_score,tss_distance_bp,grid_hit_m2_l6_t30,grid_overlap_pct_m2_l6_t30,grid_hit_m2_l10_t60,grid_overlap_pct_m2_l10_t60,component_signal,component_context,component_evidence,component_bias,component_feasibility,top_rules
SHIN_REAL_POSITIVE_ZFS_114,Homo_sapiens_shin2016,chr2,232282254,232282263,positive,19.1877,1,1,1,270,0.394489,268,-2,2.3438,228,-42,75.0000,792,1,2.3438,0,0.0000,37.7278,51.7928,51.7695,73.6448,92.1145,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_115,Homo_sapiens_shin2016,chr19,60383275,60383333,positive,63.2142,1,1,1,18,1.000000,14,-4,6.2500,156,138,69.5652,198,1,6.2500,1,6.2500,82.0945,90.7109,72.1517,49.7321,94.5785,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_116,Homo_sapiens_shin2016,chr6,26164381,26164765,positive,17.9939,0,0,0,365,0.394489,269,-96,2.6042,194,-171,30.5556,10791,1,2.6042,0,0.0000,35.4214,52.9747,51.7695,74.3813,92.0375,AF9:1.000;AF12:1.000
SHIN_REAL_POSITIVE_ZFS_117,Homo_sapiens_shin2016,chr6,27215111,27215495,positive,19.3076,1,1,1,261,0.394489,270,9,1.8229,314,53,79.1667,57,1,1.8229,0,0.0000,37.9440,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.861
SHIN_REAL_POSITIVE_ZFS_118,Homo_sapiens_shin2016,chr2,235791491,235791562,positive,62.4884,1,1,1,94,1.000000,15,-79,25.7246,14,-80,69.6429,239424,1,25.7246,1,25.7246,82.2216,13.6300,72.1517,49.0907,94.6450,AF4:0.846;AF6:0.136
SHIN_REAL_POSITIVE_ZFS_119,Homo_sapiens_shin2016,chr3,11389125,11389188,positive,57.7848,1,1,1,168,1.000000,16,-152,16.4062,46,-122,62.9032,100043,1,16.4062,1,16.4062,81.7489,40.8899,72.1517,58.8553,93.6370,AF4:0.703;AF6:0.154;AF9:0.071
SHIN_REAL_POSITIVE_ZFS_12,Homo_sapiens_shin2016,chr1,38228248,38228632,positive,19.1353,0,0,0,279,0.394489,271,-8,1.8229,315,36,70.8333,0,1,1.8229,0,0.0000,37.5116,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.892
SHIN_REAL_POSITIVE_ZFS_120,Homo_sapiens_shin2016,chr5,129926680,129926742,positive,63.0467,1,1,1,45,1.000000,17,-28,46.9697,2,-43,69.6721,602192,1,46.9697,1,46.9697,82.1334,27.2599,72.1517,47.8315,94.7745,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_121,Homo_sapiens_shin2016,chr9,112250061,112250124,positive,57.5808,1,1,1,176,1.000000,18,-158,10.9375,119,-57,62.8049,110143,1,10.9375,1,10.9375,81.7489,13.6300,72.1517,58.8553,93.6370,AF4:0.703;AF6:0.136;AF9:0.071
SHIN_REAL_POSITIVE_ZFS_122,Homo_sapiens_shin2016,chr17,18149353,18149391,positive,62.1702,1,1,1,127,1.000000,19,-108,9.8958,128,1,77.0270,9654,1,9.8958,1,9.8958,81.8983,40.2482,72.1517,50.0291,94.5470,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_123,Homo_sapiens_shin2016,chr12,43628693,43628702,positive,18.4677,0,0,0,338,0.394489,272,-66,2.3438,229,-109,56.2500,72289,1,2.3438,0,0.0000,36.7548,27.2599,51.7695,73.9418,92.0830,AF9:1.000;AF12:0.946
SHIN_REAL_POSITIVE_ZFS_124,Homo_sapiens_shin2016,chr1,71584028,71584412,positive,18.1590,0,0,0,359,0.394489,273,-86,1.8229,316,-43,50.0000,264696,1,1.8229,0,0.0000,36.4305,27.2599,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.969
SHIN_REAL_POSITIVE_ZFS_125,Homo_sapiens_shin2016,chr2,11523639,11523658,positive,44.4053,1,1,1,191,1.000000,20,-171,2.6042,195,4,75.0000,89,1,2.6042,1,2.6042,81.1204,90.7109,72.1517,72.8964,92.1915,AF9:0.154
SHIN_REAL_POSITIVE_ZFS_126,Homo_sapiens_shin2016,chr6,8380235,8380245,positive,44.1413,1,1,1,194,1.000000,21,-173,2.6042,196,2,69.4444,378,1,2.6042,1,2.6042,81.0322,70.6861,72.1517,73.0390,92.1775,AF9:0.154
SHIN_REAL_POSITIVE_ZFS_127,Homo_sapiens_shin2016,chr16,15929960,15930024,positive,57.8030,1,1,1,166,1.000000,22,-144,14.5833,73,-93,64.5455,20910,1,14.5833,1,14.5833,81.7587,40.8899,72.1517,58.8434,93.6405,AF4:0.704;AF6:0.154;AF9:0.070
SHIN_REAL_POSITIVE_ZFS_128,Homo_sapiens_shin2016,chr6,10520900,10520909,positive,19.4876,1,1,1,242,0.394489,274,32,2.3438,230,-12,81.2500,308,1,2.3438,0,0.0000,38.0522,71.5761,51.7695,73.6448,92.1145,AF9:1.000;AF12:0.853
SHIN_REAL_POSITIVE_ZFS_129,Homo_sapiens_shin2016,chr5,167845103,167845162,positive,63.1176,1,1,1,33,1.000000,23,-10,13.2812,90,57,69.5000,878,1,13.2812,1,13.2812,82.1038,77.9594,72.1517,49.7084,94.5820,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_13,Homo_sapiens_shin2016,chrX,81099404,81099535,positive,59.0089,1,1,1,146,1.000000,24,-122,34.1146,9,-137,60.3846,755127,1,34.1146,1,34.1146,82.0135,40.8899,72.1517,57.7980,93.7455,AF4:0.785;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_130,Homo_sapiens_shin2016,chr2,241690277,241690661,positive,19.7399,1,1,1,219,0.394489,275,56,1.8229,317,98,100.0000,0,1,1.8229,0,0.0000,39.0252,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_131,Homo_sapiens_shin2016,chr12,63321284,63321322,positive,62.0583,1,1,1,136,1.000000,25,-111,7.8125,146,10,77.5862,30725,1,7.8125,1,7.8125,81.8983,27.2599,72.1517,50.0291,94.5470,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_132,Homo_sapiens_shin2016,chr17,53439533,53439567,positive,62.9751,1,1,1,54,1.000000,26,-28,5.4688,162,108,85.0000,138,1,5.4688,1,5.4688,81.8589,90.7109,72.1517,50.1004,94.5400,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_133,Homo_sapiens_shin2016,chr16,71646913,71647021,positive,63.3523,1,1,1,15,1.000000,27,12,17.1875,42,27,65.7692,7139,1,17.1875,1,17.1875,82.4079,55.8765,72.1517,48.9481,94.6590,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_134,Homo_sapiens_shin2016,chr3,197098927,197099196,positive,63.8351,1,1,1,3,1.000000,28,25,19.7917,25,22,66.6667,7632,1,19.7917,1,19.7917,82.4079,41.8548,72.1517,46.4654,94.9180,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_135,Homo_sapiens_shin2016,chr1,211031646,211031664,positive,44.1224,1,1,1,195,1.000000,29,-166,2.6042,197,2,61.1111,97,1,2.6042,1,2.6042,80.7162,90.7109,72.1517,73.2171,92.1565,AF9:0.154
SHIN_REAL_POSITIVE_ZFS_136,Homo_sapiens_shin2016,chr1,148474935,148474997,positive,60.2340,1,1,1,142,1.000000,30,-112,52.9915,1,-141,62.2951,86,1,52.9915,1,52.9915,81.7390,90.7109,72.1517,56.6814,93.8610,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_137,Homo_sapiens_shin2016,chr6,27208667,27209051,positive,19.7399,1,1,1,220,0.394489,276,56,1.5625,359,139,100.0000,0,1,1.5625,0,0.0000,39.0252,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_138,Homo_sapiens_shin2016,chr8,95801033,95801417,positive,19.7399,1,1,1,221,0.394489,277,56,1.5625,360,139,100.0000,0,1,1.5625,0,0.0000,39.0252,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_139,Homo_sapiens_shin2016,chr2,122004810,122005194,positive,18.7919,0,0,0,314,0.394489,278,-36,1.8229,318,4,75.0000,118315,1,1.8229,0,0.0000,37.7278,40.8899,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_14,Homo_sapiens_shin2016,chr1,6721571,6721726,positive,59.1727,1,1,1,145,1.000000,31,-114,16.1458,51,-94,61.4754,37112,1,16.1458,1,16.1458,82.0135,40.8899,72.1517,57.4298,93.7840,AF4:0.813;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_140,Homo_sapiens_shin2016,chr7,137862889,137863273,positive,17.9677,0,0,0,367,0.394489,279,-88,2.3438,231,-136,40.6250,67271,1,2.3438,0,0.0000,35.9440,27.2599,51.7695,74.3813,92.0375,AF9:1.000;AF12:1.000
SHIN_REAL_POSITIVE_ZFS_141,Homo_sapiens_shin2016,chr22,17799809,17799838,positive,62.8102,1,1,1,67,1.000000,32,-35,3.1250,174,107,68.1818,197,1,3.1250,1,3.1250,81.8101,77.0809,72.1517,50.1717,94.5330,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_142,Homo_sapiens_shin2016,chr1,202932361,202932412,positive,62.1681,1,1,1,128,1.000000,33,-95,11.1979,116,-12,72.6190,11142,1,11.1979,1,11.1979,82.0255,25.4359,72.1517,49.8390,94.5680,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_143,Homo_sapiens_shin2016,chr3,71715315,71715373,positive,63.1505,1,1,1,28,1.000000,34,6,7.0312,152,124,73.0769,456,1,7.0312,1,7.0312,82.0945,83.3245,72.1517,49.7321,94.5785,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_144,Homo_sapiens_shin2016,chr3,51547522,51547530,positive,19.3698,1,1,1,254,0.394489,280,26,2.0833,273,19,78.5714,3105,1,2.0833,0,0.0000,37.9132,65.4813,51.7695,73.6686,92.1110,AF9:1.000;AF12:0.863
SHIN_REAL_POSITIVE_ZFS_145,Homo_sapiens_shin2016,chr16,1954465,1954849,positive,18.8775,0,0,0,308,0.394489,281,-27,1.8229,319,11,58.3333,0,1,1.8229,0,0.0000,36.8629,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.938
SHIN_REAL_POSITIVE_ZFS_146,Homo_sapiens_shin2016,chr15,73074765,73074796,positive,63.1612,1,1,1,27,1.000000,35,8,5.7292,161,134,100.0000,157,1,5.7292,1,5.7292,82.4079,90.7109,72.1517,50.1479,94.5365,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_147,Homo_sapiens_shin2016,chr5,10643482,10643522,positive,62.0755,1,1,1,135,1.000000,36,-99,10.4167,123,-12,72.4359,148470,1,10.4167,1,10.4167,81.9180,27.2599,72.1517,50.0053,94.5505,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_148,Homo_sapiens_shin2016,chr7,138675823,138675852,positive,21.0226,1,1,1,206,0.394489,282,76,3.1250,175,-31,50.0000,19321,1,3.1250,0,0.0000,37.6386,32.5670,51.7695,68.5843,92.6360,AF9:0.882;AF12:0.882
SHIN_REAL_POSITIVE_ZFS_149,Homo_sapiens_shin2016,chr1,77921499,77921883,positive,18.8015,0,0,0,312,0.394489,283,-29,1.8229,320,8,58.3333,569,1,1.8229,0,0.0000,36.8629,81.8878,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.938
SHIN_REAL_POSITIVE_ZFS_15,Homo_sapiens_shin2016,chr5,88015363,88015471,positive,58.7314,1,1,1,153,1.000000,37,-116,19.5312,27,-126,63.1757,199308,1,19.5312,1,19.5312,82.0135,40.8899,72.1517,58.1544,93.7105,AF4:0.757;AF6:0.154;AF9:0.013
SHIN_REAL_POSITIVE_ZFS_150,Homo_sapiens_shin2016,chr1,143245325,143245343,positive,46.3951,1,1,1,188,1.000000,38,-150,2.6042,198,10,63.8889,398045,1,2.6042,1,2.6042,80.7162,13.6300,72.1517,73.2171,92.1565,AF9:0.154;AF6:0.136
SHIN_REAL_POSITIVE_ZFS_151,Homo_sapiens_shin2016,chr21,45353448,45353665,positive,63.5006,1,1,1,10,1.000000,39,29,19.5312,28,18,60.1351,34506,1,19.5312,1,19.5312,82.4079,40.8899,72.1517,47.2613,94.8340,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_152,Homo_sapiens_shin2016,chr1,44003869,44003961,positive,62.7073,1,1,1,76,1.000000,40,-36,12.7604,97,21,66.6667,58065,1,12.7604,1,12.7604,82.4079,40.8899,72.1517,49.1976,94.6345,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_153,Homo_sapiens_shin2016,chr6,26307112,26307121,positive,19.1570,1,1,1,276,0.394489,284,8,2.3438,232,-44,65.6250,378,1,2.3438,0,0.0000,37.2413,70.6861,51.7695,73.6448,92.1145,AF9:1.000;AF12:0.911
SHIN_REAL_POSITIVE_ZFS_154,Homo_sapiens_shin2016,chr12,30742735,30742797,positive,58.2998,1,1,1,155,1.000000,41,-114,16.1458,52,-103,63.5246,2718,1,16.1458,1,16.1458,81.7390,67.0957,72.1517,58.8672,93.6370,AF4:0.703;AF9:0.072
SHIN_REAL_POSITIVE_ZFS_155,Homo_sapiens_shin2016,chr12,119213833,119213843,positive,18.7491,0,0,0,319,0.394489,285,-34,2.6042,199,-120,52.7778,9511,1,2.6042,0,0.0000,36.8607,40.3618,51.7695,73.6329,92.1145,AF9:1.000;AF12:0.939
SHIN_REAL_POSITIVE_ZFS_156,Homo_sapiens_shin2016,chr6,40662967,40663059,positive,63.5506,1,1,1,9,1.000000,42,33,10.9375,120,111,78.1250,97,1,10.9375,1,6.5104,82.4079,90.7109,72.1517,49.1976,94.6345,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_157,Homo_sapiens_shin2016,chr12,46785907,46786291,positive,19.5321,1,1,0,236,0.394489,286,50,1.5625,361,125,90.0000,22,1,1.5625,0,0.0000,38.5062,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.821
SHIN_REAL_POSITIVE_ZFS_158,Homo_sapiens_shin2016,chr2,233096693,233096712,positive,62.6347,1,1,1,82,1.000000,43,-39,2.6042,200,118,77.7778,2429,1,2.6042,1,2.6042,81.7120,68.3012,72.1517,50.3261,94.5190,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_159,Homo_sapiens_shin2016,chr1,66196847,66196900,positive,62.1304,1,1,1,130,1.000000,44,-86,13.8021,83,-47,65.3846,166063,1,13.8021,1,13.8021,82.0452,13.6300,72.1517,49.8034,94.5715,AF4:0.846;AF6:0.136
SHIN_REAL_POSITIVE_ZFS_16,Homo_sapiens_shin2016,chr15,60424400,60424473,positive,62.7033,1,1,1,77,1.000000,45,-32,26.3538,13,-64,68.4028,179627,1,26.3538,1,26.3538,82.2413,40.8899,72.1517,49.0550,94.6485,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_160,Homo_sapiens_shin2016,chr11,43290039,43290057,positive,62.8144,1,1,1,65,1.000000,46,-19,2.6042,201,136,77.7778,51,1,2.6042,1,2.6042,81.7022,90.7109,72.1517,50.3498,94.5155,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_161,Homo_sapiens_shin2016,chr6,27306138,27306146,positive,18.6091,0,0,0,329,0.394489,287,-42,2.0833,274,-55,60.7143,17340,1,2.0833,0,0.0000,36.9865,34.1410,51.7695,73.9655,92.0795,AF9:1.000;AF12:0.930
SHIN_REAL_POSITIVE_ZFS_162,Homo_sapiens_shin2016,chr1,45985174,45985211,positive,62.7671,1,1,1,73,1.000000,47,-26,5.9896,160,87,78.4091,3696,1,5.9896,1,5.9896,81.8885,63.0159,72.1517,50.0529,94.5470,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_163,Homo_sapiens_shin2016,chr13,40243132,40243516,positive,19.1181,0,0,0,283,0.394489,288,5,1.5625,362,79,70.0000,0,1,1.5625,0,0.0000,37.4683,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.895
SHIN_REAL_POSITIVE_ZFS_164,Homo_sapiens_shin2016,chr4,40627072,40627151,positive,62.3912,1,1,1,102,1.000000,48,-54,20.5729,24,-78,66.6667,180402,1,20.5729,1,20.5729,82.3000,13.6300,72.1517,49.3995,94.6135,AF4:0.846;AF6:0.136
SHIN_REAL_POSITIVE_ZFS_165,Homo_sapiens_shin2016,chr15,29184810,29184867,positive,58.1366,1,1,1,157,1.000000,49,-108,14.8438,68,-89,62.9464,3595,1,14.8438,1,14.8438,81.6902,63.4372,72.1517,58.9503,93.6300,AF4:0.696;AF9:0.079
SHIN_REAL_POSITIVE_ZFS_166,Homo_sapiens_shin2016,chr2,3601008,3601027,positive,62.5929,1,1,1,87,1.000000,50,-37,2.8646,182,95,75.0000,219,1,2.8646,1,2.8646,81.7120,63.4510,72.1517,50.3261,94.5190,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_167,Homo_sapiens_shin2016,chr17,7938130,7938180,positive,62.3097,1,1,1,109,1.000000,51,-58,8.0729,145,36,68.3333,6385,1,8.0729,1,8.0729,82.0156,42.8457,72.1517,49.8509,94.5680,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_168,Homo_sapiens_shin2016,chr7,44496655,44496665,positive,21.3359,1,1,1,203,0.394489,289,86,2.6042,202,-1,50.0000,105,1,2.6042,0,0.0000,37.4523,90.7109,51.7695,68.8813,92.6045,AF9:0.907;AF12:0.896
SHIN_REAL_POSITIVE_ZFS_169,Homo_sapiens_shin2016,chr8,96350891,96350908,positive,19.2090,1,1,1,269,0.394489,290,21,2.3438,233,-36,50.0000,287,1,2.3438,0,0.0000,36.9292,85.4730,51.7695,73.5260,92.1250,AF9:1.000;AF12:0.934
SHIN_REAL_POSITIVE_ZFS_17,Homo_sapiens_shin2016,chr19,46507979,46507997,positive,62.6969,1,1,1,78,1.000000,52,-26,2.6042,203,125,72.2222,46,1,2.6042,1,2.6042,81.7022,77.0809,72.1517,50.3498,94.5155,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_171,Homo_sapiens_shin2016,chr7,38754169,38754211,positive,62.0972,1,1,1,133,1.000000,53,-80,8.5938,139,6,74.2188,116625,1,8.5938,1,8.5938,81.9372,27.2599,72.1517,49.9697,94.5540,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_172,Homo_sapiens_shin2016,chr2,61097755,61097772,positive,19.5718,1,1,1,232,0.394489,291,59,2.3438,234,2,75.0000,59,1,2.3438,0,0.0000,37.7278,90.7109,51.7695,73.5260,92.1250,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_173,Homo_sapiens_shin2016,chr5,43519457,43519466,positive,18.7139,0,0,0,321,0.394489,292,-29,2.3438,235,-86,62.5000,29554,1,2.3438,0,0.0000,37.0791,40.8899,51.7695,73.9418,92.0830,AF9:1.000;AF12:0.923
SHIN_REAL_POSITIVE_ZFS_174,Homo_sapiens_shin2016,chr1,18924893,18924992,positive,62.7510,1,1,1,75,1.000000,54,-21,13.0208,94,19,70.4082,94807,1,13.0208,1,13.0208,82.4079,40.8899,72.1517,49.0907,94.6450,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_175,Homo_sapiens_shin2016,chr5,58370627,58371011,positive,18.7919,0,0,0,315,0.394489,293,-22,1.8229,321,6,75.0000,455932,1,1.8229,0,0.0000,37.7278,40.8899,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_176,Homo_sapiens_shin2016,chr22,38246364,38246377,positive,62.7670,1,1,1,74,1.000000,55,-19,3.3854,172,98,75.0000,137,1,3.3854,1,3.3854,81.6534,90.7109,72.1517,50.4211,94.5085,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_177,Homo_sapiens_shin2016,chr3,48104029,48104115,positive,58.9321,1,1,1,148,1.000000,56,-92,22.3958,19,-129,63.5294,1599,1,22.3958,1,22.3958,81.9741,71.7636,72.1517,58.4989,93.6755,AF4:0.731;AF9:0.042
SHIN_REAL_POSITIVE_ZFS_178,Homo_sapiens_shin2016,chr3,41215705,41216089,positive,19.7399,1,1,1,222,0.394489,294,72,1.5625,363,141,100.0000,0,1,1.5625,0,0.0000,39.0252,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_179,Homo_sapiens_shin2016,chr9,107046308,107046326,positive,19.9081,1,1,1,214,0.394489,295,81,2.3438,236,22,93.7500,397,1,2.3438,0,0.0000,38.7008,84.0745,51.7695,73.5141,92.1285,AF9:1.000;AF12:0.807
SHIN_REAL_POSITIVE_ZFS_18,Homo_sapiens_shin2016,chr1,213157017,213157168,positive,63.0820,1,1,1,37,1.000000,57,20,10.9375,121,84,65.8537,88339,1,10.9375,1,10.9375,82.4079,40.8899,72.1517,48.2829,94.7290,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_180,Homo_sapiens_shin2016,chr16,79668383,79668767,positive,19.3248,1,1,0,258,0.394489,296,38,1.5625,364,106,80.0000,11,1,1.5625,0,0.0000,37.9873,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.858
SHIN_REAL_POSITIVE_ZFS_181,Homo_sapiens_shin2016,chr21,33065963,33065975,positive,44.5340,1,1,1,190,1.000000,58,-132,3.1250,176,-14,84.0909,64,1,3.1250,1,3.1250,81.5823,90.7109,72.1517,73.0033,92.1775,AF9:0.154
SHIN_REAL_POSITIVE_ZFS_182,Homo_sapiens_shin2016,chr18,6422004,6422098,positive,62.7981,1,1,1,69,1.000000,59,-10,21.6146,21,-48,65.8537,17095,1,21.6146,1,21.6146,82.4079,47.9657,72.1517,49.1738,94.6380,AF4:0.846;AF6:0.145
SHIN_REAL_POSITIVE_ZFS_183,Homo_sapiens_shin2016,chr19,632331,632348,positive,19.0945,0,0,0,289,0.394489,297,8,2.3438,237,-52,65.6250,4943,1,2.3438,0,0.0000,37.2413,57.8139,51.7695,73.5260,92.1250,AF9:1.000;AF12:0.911
SHIN_REAL_POSITIVE_ZFS_184,Homo_sapiens_shin2016,chr1,181707627,181707644,positive,19.1799,1,1,1,271,0.394489,298,27,2.3438,238,-33,65.6250,612,1,2.3438,0,0.0000,37.2413,67.7112,51.7695,73.5260,92.1250,AF9:1.000;AF12:0.911
SHIN_REAL_POSITIVE_ZFS_186,Homo_sapiens_shin2016,chr1,70316869,70316938,positive,57.8039,1,1,1,165,1.000000,60,-105,17.9688,36,-129,62.8676,126924,1,17.9688,1,17.9688,81.8075,27.2599,72.1517,58.7603,93.6475,AF4:0.711;AF6:0.154;AF9:0.063
SHIN_REAL_POSITIVE_ZFS_187,Homo_sapiens_shin2016,chr1,68071618,68072002,positive,19.7399,1,1,1,223,0.394489,299,76,1.5625,365,142,100.0000,0,1,1.5625,0,0.0000,39.0252,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_188,Homo_sapiens_shin2016,chr6,27222836,27223220,positive,19.7399,1,1,1,224,0.394489,300,76,1.5625,366,142,100.0000,0,1,1.5625,0,0.0000,39.0252,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_189,Homo_sapiens_shin2016,chr1,247166994,247167378,positive,19.4492,1,0,1,245,0.394489,301,56,1.8229,322,77,91.6667,0,1,1.8229,0,0.0000,38.5927,77.0809,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.815
SHIN_REAL_POSITIVE_ZFS_19,Homo_sapiens_shin2016,chr1,107919007,107919074,positive,62.4567,1,1,1,99,1.000000,61,-38,21.9672,20,-79,69.6970,389993,1,21.9672,1,21.9672,82.1827,27.2599,72.1517,49.3164,94.6205,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_190,Homo_sapiens_shin2016,chr20,56659442,56659826,positive,-1.0000,0,0,0,382,0.000000,382,0,0.0000,382,0,0.0000,0,0,0.0000,0,0.0000,0.3633,90.7109,3.6765,71.5895,92.0375,
SHIN_REAL_POSITIVE_ZFS_191,Homo_sapiens_shin2016,chr10,101978545,101978626,positive,63.3534,1,1,1,14,1.000000,62,48,13.2812,91,77,68.0000,707,1,13.2812,1,13.2812,82.3197,80.1334,72.1517,49.3758,94.6170,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_192,Homo_sapiens_shin2016,chr11,69984163,69984212,positive,62.0914,1,1,1,134,1.000000,63,-71,12.7604,98,-36,66.6667,38294,1,12.7604,1,12.7604,82.0063,13.6300,72.1517,49.8628,94.5645,AF4:0.846;AF6:0.136
SHIN_REAL_POSITIVE_ZFS_193,Homo_sapiens_shin2016,chr19,48772177,48772254,positive,58.7852,1,1,1,152,1.000000,64,-88,13.0208,95,-57,63.2653,623,1,13.0208,1,13.0208,81.8859,81.2013,72.1517,58.6415,93.6615,AF4:0.720;AF9:0.053
SHIN_REAL_POSITIVE_ZFS_194,Homo_sapiens_shin2016,chr6,26128606,26128990,positive,18.9643,0,0,0,304,0.394489,302,-2,1.8229,323,19,83.3333,24601,1,1.8229,0,0.0000,38.1603,40.8899,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.846
SHIN_REAL_POSITIVE_ZFS_195,Homo_sapiens_shin2016,chr1,146607964,146607974,positive,46.3173,1,1,1,189,1.000000,65,-124,2.6042,204,15,63.8889,105700,1,2.6042,1,2.6042,80.6378,13.6300,72.1517,73.3359,92.1460,AF9:0.154;AF6:0.136
SHIN_REAL_POSITIVE_ZFS_196,Homo_sapiens_shin2016,chr6,10518124,10518144,positive,62.5250,1,1,1,89,1.000000,66,-23,2.8646,183,94,65.0000,2448,1,2.8646,1,2.8646,81.7219,54.5920,72.1517,50.3142,94.5190,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_197,Homo_sapiens_shin2016,chr8,146248537,146248545,positive,19.0968,0,0,0,288,0.394489,303,15,2.0833,275,-13,60.7143,84,1,2.0833,0,0.0000,36.9865,90.7109,51.7695,73.9655,92.0795,AF9:1.000;AF12:0.930
SHIN_REAL_POSITIVE_ZFS_198,Homo_sapiens_shin2016,chr5,138657857,138657877,positive,62.8088,1,1,1,68,1.000000,67,-1,5.2083,164,96,89.4737,604,1,5.2083,1,5.2083,81.8617,81.4429,72.1517,50.3142,94.5190,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_199,Homo_sapiens_shin2016,chr8,81567804,81567857,positive,57.4588,1,1,1,181,1.000000,68,-113,13.8021,84,-97,63.4615,6802,1,13.8021,1,13.8021,81.6508,28.8844,72.1517,59.0097,93.6230,AF4:0.692;AF6:0.154;AF9:0.084
SHIN_REAL_POSITIVE_ZFS_2,Homo_sapiens_shin2016,chr5,57791466,57791475,positive,19.7821,1,1,1,216,0.394489,304,88,2.3438,239,23,87.5000,194,1,2.3438,0,0.0000,38.3765,90.7109,51.7695,73.6448,92.1145,AF9:1.000;AF12:0.830
SHIN_REAL_POSITIVE_ZFS_20,Homo_sapiens_shin2016,chr11,28088198,28088582,positive,19.3989,1,1,1,248,0.394489,305,57,1.8229,324,76,91.6667,1722,1,1.8229,0,0.0000,38.5927,71.2505,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.815
